,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
4,Marc Guéhi,eng ENG,DF,24.0,34.0,34,3059.0,34.0,3.0,2.0,5.0,3.0,0.0,0.0,9.0,1.0,2.0,2.0,1.8,3.7,22.0,134.0,10.0,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,Matches,Crystal-Palace,
5,Jean-Philippe Mateta,fr FRA,FW,27.0,37.0,33,2648.0,29.4,14.0,2.0,16.0,12.0,2.0,2.0,2.0,0.0,13.5,11.9,3.2,15.1,45.0,52.0,122.0,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51,Matches,Crystal-Palace,
6,Eberechi Eze,eng ENG,"MF,FW",26.0,34.0,31,2588.0,28.8,8.0,8.0,16.0,7.0,1.0,2.0,1.0,0.0,10.5,8.9,6.2,15.1,69.0,97.0,153.0,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,Matches,Crystal-Palace,
7,Ismaila Sarr,sn SEN,MF,26.0,38.0,30,2711.0,30.1,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0,10.7,10.7,8.5,19.2,75.0,85.0,183.0,0.27,0.2,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64,Matches,Crystal-Palace,
8,Jefferson Lerma,co COL,"MF,DF",29.0,33.0,26,2274.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.6,2.7,13.0,97.0,26.0,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11,Matches,Crystal-Palace,
9,Will Hughes,eng ENG,MF,29.0,33.0,24,2108.0,23.4,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,1.1,1.1,3.1,4.2,20.0,87.0,27.0,0.0,0.13,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18,Matches,Crystal-Palace,
10,Chris Richards,us USA,DF,24.0,24.0,22,1922.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.4,1.4,0.1,1.5,6.0,39.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,Matches,Crystal-Palace,
11,Adam Wharton,eng ENG,MF,20.0,20.0,16,1318.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,3.0,3.4,14.0,107.0,11.0,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,Matches,Crystal-Palace,
12,Daichi Kamada,jp JPN,MF,27.0,34.0,15,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,1.9,3.0,25.0,89.0,56.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,Crystal-Palace,
13,Trevoh Chalobah,eng ENG,DF,25.0,12.0,12,1060.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,11.0,34.0,6.0,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,Matches,Crystal-Palace,
14,Eddie Nketiah,eng ENG,"FW,MF",25.0,29.0,9,1034.0,11.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,5.8,5.8,1.7,7.4,41.0,19.0,79.0,0.26,0.09,0.35,0.26,0.35,0.5,0.15,0.65,0.5,0.65,Matches,Crystal-Palace,
15,Nathaniel Clyne,eng ENG,"DF,MF",33.0,13.0,5,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Crystal-Palace,
16,Justin Devenny,nir NIR,MF,20.0,23.0,4,507.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,5.0,21.0,13.0,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,Matches,Crystal-Palace,
17,Cheick Doucouré,ml MLI,MF,24.0,13.0,4,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Crystal-Palace,
18,Ben Chilwell,eng ENG,DF,27.0,8.0,1,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,5.0,8.0,15.0,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34,Matches,Crystal-Palace,
19,Romain Esse,eng ENG,MF,19.0,7.0,1,138.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,7.0,14.0,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48,Matches,Crystal-Palace,
20,Odsonne Édouard,fr FRA,"MF,FW",26.0,2.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,Matches,Crystal-Palace,
21,Joachim Andersen,dk DEN,DF,28.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Crystal-Palace,
22,Chadi Riad,ma MAR,DF,21.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
23,Joel Ward,eng ENG,DF,34.0,2.0,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Crystal-Palace,
24,Jeffrey Schlupp,gh GHA,"MF,DF",31.0,12.0,0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,Crystal-Palace,
25,Matheus França,br BRA,"MF,FW",20.0,4.0,0,55.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,4.0,1.64,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42,Matches,Crystal-Palace,
26,Jordan Ayew,gh GHA,"FW,MF",32.0,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,Matches,Crystal-Palace,
27,Caleb Kporha,eng ENG,DF,18.0,2.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
28,Asher Agbinone,eng ENG,MF,18.0,2.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,Matches,Crystal-Palace,
29,Naouirou Ahamada,fr FRA,MF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
30,Rob Holding,eng ENG,DF,28.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
31,Sam Johnstone,eng ENG,GK,31.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
32,Zachariah Marsh,eng ENG,FW,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
33,Remi Matthews,eng ENG,GK,30.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
34,Kaden Rodney,eng ENG,"DF,MF",19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
35,Matt Turner,us USA,GK,30.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
36,Franco Umeh-Chibueze,ie IRL,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
37,Squad Total,,,26.2,38.0,418,3420.0,38.0,49.0,38.0,87.0,46.0,3.0,4.0,80.0,4.0,60.4,57.3,46.4,103.7,510.0,1158.0,1140.0,1.29,1.0,2.29,1.21,2.21,1.59,1.22,2.81,1.51,2.73,,Crystal-Palace,
38,Opponent Total,,,26.1,38.0,418,3420.0,38.0,48.0,39.0,87.0,47.0,1.0,2.0,84.0,4.0,49.1,47.5,38.5,86.0,686.0,1578.0,1566.0,1.26,1.03,2.29,1.24,2.26,1.29,1.01,2.31,1.25,2.26,,Crystal-Palace,
0,Jordan Pickford,eng ENG,GK,30.0,,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,Everton,38.0
1,Vitaliy Mykolenko,ua UKR,DF,25.0,,35,3082.0,34.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.6,3.1,33.0,110.0,99.0,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,Matches,Everton,35.0
2,Idrissa Gana Gueye,sn SEN,MF,34.0,,35,3063.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.7,2.8,27.0,145.0,27.0,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08,Matches,Everton,37.0
3,James Tarkowski,eng ENG,DF,31.0,,33,2922.0,32.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,2.9,4.2,9.0,75.0,3.0,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,Matches,Everton,33.0
4,Abdoulaye Doucouré,ml MLI,MF,31.0,,31,2564.0,28.5,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,4.1,4.1,2.4,6.6,42.0,82.0,96.0,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23,Matches,Everton,33.0
5,Iliman Ndiaye,sn SEN,FW,24.0,,29,2430.0,27.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,6.2,4.7,1.9,6.5,86.0,59.0,122.0,0.33,0.0,0.33,0.26,0.26,0.23,0.07,0.3,0.17,0.24,Matches,Everton,33.0
6,Jarrad Branthwaite,eng ENG,DF,22.0,,28,2511.0,27.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.7,1.9,10.0,66.0,2.0,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07,Matches,Everton,30.0
7,Jack Harrison,eng ENG,FW,27.0,,24,2076.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.7,7.2,73.0,51.0,127.0,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,Matches,Everton,34.0
8,Ashley Young,eng ENG,DF,39.0,,19,1875.0,20.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,0.3,0.3,2.3,2.6,24.0,90.0,32.0,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,Matches,Everton,32.0
9,Dominic Calvert-Lewin,eng ENG,FW,27.0,,19,1609.0,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.7,6.7,0.6,7.4,23.0,20.0,112.0,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,Matches,Everton,26.0
10,James Garner,eng ENG,"MF,DF",23.0,,17,1594.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.4,2.1,15.0,50.0,30.0,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12,Matches,Everton,21.0
11,Jake O'Brien,ie IRL,DF,23.0,,17,1571.0,17.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,0.6,1.3,7.0,50.0,25.0,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08,Matches,Everton,20.0
12,Beto,gw GNB,FW,26.0,,15,1534.0,17.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,8.2,8.2,1.2,9.4,15.0,16.0,77.0,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,Matches,Everton,30.0
13,Dwight McNeil,eng ENG,"MF,FW",24.0,,15,1371.0,15.2,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,1.1,1.1,5.2,6.3,38.0,69.0,80.0,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41,Matches,Everton,21.0
14,Jesper Lindstrøm,dk DEN,FW,24.0,,15,1239.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,2.0,4.1,30.0,25.0,81.0,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,Matches,Everton,25.0
15,Orel Mangala,be BEL,MF,26.0,,14,1261.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.8,6.0,34.0,19.0,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches,Everton,19.0
16,Michael Keane,eng ENG,DF,31.0,,11,1049.0,11.7,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.6,0.6,0.1,0.7,1.0,14.0,3.0,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,Matches,Everton,14.0
17,Carlos Alcaraz,ar ARG,"FW,MF",21.0,,7,764.0,8.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.6,3.4,19.0,42.0,21.0,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4,Matches,Everton,15.0
18,Tim Iroegbunam,eng ENG,MF,21.0,,5,574.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,8.0,15.0,9.0,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07,Matches,Everton,18.0
19,Armando Broja,al ALB,FW,22.0,,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,12.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,Everton,10.0
20,Nathan Patterson,sct SCO,DF,22.0,,3,347.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,6.0,13.0,18.0,0.0,0.26,0.26,0.0,0.26,0.02,0.11,0.13,0.02,0.13,Matches,Everton,10.0
21,Séamus Coleman,ie IRL,DF,35.0,,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,Everton,5.0
22,Roman Dixon,eng ENG,DF,19.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,1.0
23,Harrison Armstrong,eng ENG,MF,17.0,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82,Matches,Everton,3.0
24,Youssef Chermiti,pt POR,"FW,MF",20.0,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Everton,4.0
25,Mason Holgate,jm JAM,"FW,DF",27.0,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,1.0
26,Callum Bates,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
27,Asmir Begović,ba BIH,GK,37.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
28,Coby Ebere,de GER,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
29,Isaac Heath,eng ENG,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
30,Neal Maupay,fr FRA,"FW,MF",27.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
31,Jenson Metcalfe,eng ENG,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
32,Martin Sherif,nl NED,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
33,João Virgínia,pt POR,GK,24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
34,Reece Welch,eng ENG,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,0.0
35,Squad Total,,,28.0,,418,3420.0,38.0,39.0,27.0,66.0,37.0,2.0,2.0,82.0,2.0,41.8,40.2,32.2,72.4,486.0,1041.0,1023.0,1.03,0.71,1.74,0.97,1.68,1.1,0.85,1.95,1.06,1.91,,Everton,38.0
36,Opponent Total,,,26.2,,418,3420.0,38.0,44.0,35.0,79.0,44.0,0.0,2.0,46.0,2.0,46.2,44.6,34.6,79.2,724.0,1627.0,1616.0,1.16,0.92,2.08,1.16,2.08,1.22,0.91,2.13,1.17,2.08,,Everton,38.0
0,Max Kilman,eng ENG,DF,27.0,38.0,38,3348.0,37.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.6,1.6,1.2,2.8,31.0,113.0,6.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,Matches,West-Ham-United,
1,Aaron Wan-Bissaka,eng ENG,DF,26.0,36.0,35,3154.0,35.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,3.5,4.7,110.0,149.0,167.0,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,Matches,West-Ham-United,
2,Jarrod Bowen,eng ENG,"FW,MF",27.0,34.0,34,2973.0,33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0,8.6,7.8,6.8,14.7,109.0,91.0,212.0,0.39,0.24,0.64,0.36,0.61,0.26,0.21,0.47,0.24,0.44,Matches,West-Ham-United,
3,Mohammed Kudus,gh GHA,"FW,MF",23.0,32.0,31,2590.0,28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,1.0,6.9,6.9,3.1,10.0,98.0,79.0,216.0,0.17,0.1,0.28,0.17,0.28,0.24,0.11,0.35,0.24,0.35,Matches,West-Ham-United,
4,Tomáš Souček,cz CZE,MF,29.0,35.0,30,2567.0,28.5,9.0,1.0,10.0,9.0,0.0,0.0,8.0,0.0,6.7,6.7,1.0,7.8,9.0,74.0,68.0,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,Matches,West-Ham-United,
5,Lucas Paquetá,br BRA,"MF,FW",26.0,33.0,27,2380.0,26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,5.3,3.7,3.1,6.8,26.0,155.0,85.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,Matches,West-Ham-United,
6,Emerson Palmieri,it ITA,DF,29.0,31.0,26,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.5,3.4,47.0,66.0,83.0,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Matches,West-Ham-United,
7,Alphonse Areola,fr FRA,GK,31.0,26.0,25,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
8,Konstantinos Mavropanos,gr GRE,DF,26.0,33.0,21,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,17.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,West-Ham-United,
9,Jean-Clair Todibo,fr FRA,DF,24.0,27.0,20,1825.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,9.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,West-Ham-United,
10,Edson Álvarez,mx MEX,MF,26.0,28.0,20,1772.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.4,0.4,0.8,1.2,24.0,85.0,18.0,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,Matches,West-Ham-United,
11,Guido Rodríguez,ar ARG,MF,30.0,23.0,16,1149.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.2,0.4,4.0,33.0,7.0,0.0,0.08,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,Matches,West-Ham-United,
12,Carlos Soler,es ESP,"MF,FW",27.0,31.0,14,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.8,1.8,1.4,3.2,17.0,56.0,37.0,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,Matches,West-Ham-United,
13,Łukasz Fabiański,pl POL,GK,39.0,14.0,13,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
14,James Ward-Prowse,eng ENG,MF,29.0,15.0,12,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.9,3.6,11.0,54.0,9.0,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,Matches,West-Ham-United,
15,Vladimír Coufal,cz CZE,DF,31.0,22.0,11,1067.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.7,1.0,26.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,West-Ham-United,
16,Michail Antonio,jm JAM,FW,34.0,14.0,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches,West-Ham-United,
17,Aaron Cresswell,eng ENG,DF,34.0,18.0,10,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.3,1.6,6.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.17,Matches,West-Ham-United,
18,Crysencio Summerville,nl NED,"FW,MF",22.0,19.0,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,West-Ham-United,
19,Oliver Scarles,eng ENG,"DF,FW",18.0,15.0,7,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,12.0,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,West-Ham-United,
20,Niclas Füllkrug,de GER,FW,31.0,18.0,6,790.0,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.9,4.1,7.0,14.0,31.0,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,Matches,West-Ham-United,
21,Danny Ings,eng ENG,"FW,MF",32.0,15.0,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches,West-Ham-United,
22,Andy Irving,sct SCO,MF,24.0,10.0,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,West-Ham-United,
23,Evan Ferguson,ie IRL,FW,19.0,8.0,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,Matches,West-Ham-United,
24,Luis Guilherme,br BRA,"MF,FW",18.0,12.0,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,Matches,West-Ham-United,
25,Lewis Orford,eng ENG,MF,18.0,2.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,West-Ham-United,
26,Kaelan Casey,eng ENG,DF,19.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United,
